아이폰 13 256GB [자급제],"989,000원",https://cr.shopping.naver.com/adcr.nhn?x=MGbAsp8jGS6kwZjcGyfkVP%2F%2F%2Fw%3D%3Ds1Ui0XVAOWui1qq0CxJsthw1jA3w6Gfi0ALjFClBNF71WQE1WikGGRjsm7ORTamZ7or2CLCYSehK7uy2AFTh61RfPYghtybUK%2Bj9aPYwKaumKAdxyywH8JEYeRd4x0f1t%2FoT2qlBE02y%2BO6bX0ru9TEPg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWG%2FjBmTqA4xW4sMIcltjwt3PKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2Fyws6PDuozZshRRUh96LR7B4vlgNNbT9vldOyV%2FnOqPTLlTBz7%2BORHa%2BX777%2F5U82WuF3gpuxtdKwUn3fhnre8%2FBA9xjVUEDfYXqVHK8DmywPg%2F1QQzCLreNp8sjPDBjStixlfxinuJIcXbelONAuMrnG7Yf%2BbLIOSDCVS9MgZI%2BYDNFiBdPxTSuvYOb67FAYBAGCXV2B8r6mc9GdpPVxGCf8Ue%2Beig2o%2Btg3G0msNFep4byNHyBUXwWVD2ki0TxnNzybhH9wEAloUwKKpNfU%2FlKrA8V5l5zO7EsXSyNb%2BJNcpARpOFzCbaM6OU97uoPifjrCbg%2FnqLzFstNXdOXy9SchOdoHPdFCc0msQEOa6WXFqfHICEQpPL7Rm%2B2fyhjEhHR&nvMid=29029192591&catId=50001519
아이폰 13 미니 128GB [자급제],"865,260원",https://cr.shopping.naver.com/adcr.nhn?x=sIl0aPdJ%2B%2FnS4hGuWIo8wv%2F%2F%2Fw%3D%3DsMIfhV1iQtwp36EeSOo%2FB3deRER6N3X5wiRptIyGSyb1hJz9H0Ub4KLvuVTVtNMxMOreQUgaiX6KifH3E2lyJQpQLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq2drsUEzev9hA0cDt%2BuxFM7ix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuwcVqYzpud4HDIbWN4jjp2%2FUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6FbvUQcCC5f%2Bb7s2cdgPAXB0cEdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSm%2BxLbYFZPvhaF%2Blk8YdfMPPU6pntGCurhu%2FV8uonTYh5X6MB3JdbnBohOi8QY2msvzzsLpUPNx4OeqLcm4gB61CpS6qq2aQFzAJNWwVZjOwfv4pYkwV6e5PPw6oe0n9AMYMSTtBCp5DawBcf22WV72oRiLugS3KJWnexDEytWkYgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=29030650586&catId=50001519
아이폰 13 미니 256GB [자급제],"922,570원",https://cr.shopping.naver.com/adcr.nhn?x=Jy7plkkez52gSKDC2ts3J%2F%2F%2F%2Fw%3D%3Dsz%2FIcLmrFM%2F3kI39I0SwkZMVf51U2qX53l%2F%2Bq644Q%2Fn1hJz9H0Ub4KLvuVTVtNMxMWugX1rH%2FIVZdQ%2FrwDxYMl5QLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq057%2FmlbCMWUqQYtn8CmoI7ix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu5IxSy2VRelqz%2FyUVqQnAKPUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6FbqmQYK9bV69tGFFws7NAPZUEdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSncsz9SaQCgs7V%2F%2B%2F15Qw2jPU6pntGCurhu%2FV8uonTYh5X6MB3JdbnBohOi8QY2msqd%2BmZKjQy8QHtwNEIgUU1KnAbKVZgNv1MDDcowWCyjXyD9SHVzxR71Wjlvmga%2FOr%2F65vAlKsEjKQIhblJtWs%2BWoRiLugS3KJWnexDEytWkYgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=29030437590&catId=50001519
아이폰 13 128GB [자급제],"950,000원",https://cr.shopping.naver.com/adcr.nhn?x=Ev60Uo%2FFDien%2FCu0Aw%2F4t%2F%2F%2F%2Fw%3D%3DsfFWor37C9n6taosY1Kd9ApDz1snn0JBRso%2FhkSrC2fdhJz9H0Ub4KLvuVTVtNMxMB%2BOJbP0OldpzRCW4ojTFwJQLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqNGdmVqT0qJ11casXr%2FJUjrix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzxxG2HatmbWH8toRoPlQQfUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6Fbs6CAEPV1alWUD288iJVACEEdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSkG1YDduCsIlNU81UtgkO9rL%2FnGINkSYp%2Bd2xAAY7UDn9sUV4tX0WORy6hKVx6klzZ0lVIdnsY6WLp1%2B%2BXe2xV4NauEcRynSn%2F8orOK7nc90Ueey0OQOUZICLMVdmchgcV7PzAjOJzm95wVzCmtHlkFWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=29030374587&catId=50001519
아이폰 13 미니 512GB [자급제],"1,360,000원",https://cr.shopping.naver.com/adcr.nhn?x=zr4D5UXcrWYtVom9U4EK1f%2F%2F%2Fw%3D%3Ds4EWlB7gFbAJNmMtGS5%2BHNKmkJ6NfCTcu4%2FvMklG6NjphJz9H0Ub4KLvuVTVtNMxMuCw%2BDh19wcY3Kkmz8scgtZQLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqsbuGkiliGuKFQrhO3KCkYbix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuyrdIkvrLGhBBK75sZV6If%2FUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6FbgoPcrS0J7s4UHpLvPNkiegEdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSkCBhDVasZAj2bxx%2FJ5c4dDPU6pntGCurhu%2FV8uonTYh5X6MB3JdbnBohOi8QY2msrsfc3KFMyopKaW7U5tA9MY81Gi44tUFH1uRUKbnASPQASIbJJHJxstflUn134TkkFFCC2zs3t%2FTxoRApd0zc%2FzGpB8SPP7RIqVN%2FYl2ttzdDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=29030296587&catId=50001519
아이폰 13 프로 128GB [자급제],"1,649,990원",https://cr.shopping.naver.com/adcr.nhn?x=MjSWR2uRgaL3jCkMydQ5gf%2F%2F%2Fw%3D%3DsjrzbqP2m8dKNbN24f3WKJfN6fWCsyvyUANuNMxJcPHsbsBKbbjTB%2BBCjsLv6tz%2BjdBhkuNRy3jJFv4iLmZeFJTuMtyMD7CBjMmZdMLuLMqI1AmlK7GK8fggNEPfzTSWA3qXxjj%2Bq5BdS3FUsd8XIM0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU07oJ3o0uS6qCsqzVDCUSCzQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0caSg5slZkefA%2B1Fh40yRRrQQjrhkd%2BfeGtq6lXLQwh20%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSelgdCvdq23eF0%2FOakkRb9hkVjQCpIk5kx4sJW2hrRfnKYYyQomAOCRwvaXv4BU13vxZCMZEaRWmpjeUjAQujE%2FSZzZyDfGo1SQoYRvXGDzWdJDnYvpfz%2Bh%2BZ6wVz3KJUXov5TurvHzcmsFW4yXHzYi0PVL%2B%2Frl5PLPXtI0kaP8PkmKdeEMdUbtmzDI4Aa7HQcdSxxJWA%2FjS3fXgbeCkvJ%2FIR7O%2FL8PVD0Ios9%2Fokqc7fjr%2Fvhuz%2FM2bOeEg7k3nONV%2Fww6wK%2FSDE%2F7fCFf6AaYdGsFRLfpo4S%2FO6zEVIgNubaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=29030420587&catId=50001519
아이폰 13 프로 맥스 256GB [자급제],"1,889,990원",https://cr.shopping.naver.com/adcr.nhn?x=ajtyKGQycHeUgvyXAQVPZf%2F%2F%2Fw%3D%3DsfTMhDGtcx7xQXU1ad85z1VQ061PqVkPit1GP3HoWssJhJz9H0Ub4KLvuVTVtNMxMLJV8%2Bj3OVnEVzPor6ojNd5QLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqiTiHgV17tngZX6ODLdebGbix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu3hbx7sBBdMDWbUr2%2B6Jf9%2FUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6FbjKf%2Fkn2s2wvwRlCvF4LRzAEdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSmn2a%2BVfQD8FsYi0Ypk%2BtxF6jvySWdAuqdDBn5xzOS4Io64ifB9DVeZ8ffla9GlFdr7zOWRTxD89q9Hz5pZzOXXGNOMSAmDwD%2BPtLj6WKYwaiA3%2FU2AzguC84AnoS7Lq%2Bb%2BvWBF%2FD%2FSyTXRpv8OYqlgXP08wRKa1dxVapUwRGXYQV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=29030294588&catId=50001519
아이폰 13 프로 1TB [자급제],"1,627,870원",https://cr.shopping.naver.com/adcr.nhn?x=OfGNxXqKdpQ%2FZ1YsBlG5c%2F%2F%2F%2Fw%3D%3DsRjIxJ%2BssT6xgluIiUiCjEz1QMnT5r38MZlMUBwYG7opWQE1WikGGRjsm7ORTamZ7bYIFZgn3xVNF7bFTWcleqhfPYghtybUK%2Bj9aPYwKaumKAdxyywH8JEYeRd4x0f1t%2FoT2qlBE02y%2BO6bX0ru9TEPg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWG4P666JAigMTzVZ%2Bn3tMVP%2FKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2Fyws6PDuozZshRRUh96LR7B4vlgNNbT9vldOyV%2FnOqPTLlTBz7%2BORHa%2BX777%2F5U82WuF49cfam7MWe6cShKsHrycnyjAwpc20F6pV%2BL5jHGMsZf1QQzCLreNp8sjPDBjStixlfxinuJIcXbelONAuMrnG3YM2ZM5kwNW%2B6%2BKIIEB6oFFiBdPxTSuvYOb67FAYBAGpxy2zgNMJa1at1GSrSd0QMqD57D2P1PrRaH8zD%2F9mrolDv77rgQoH8LCOsgmhGGjYvI8NZGDKVgT3owfgSQvZrGmCC4NJ0FQqA99zj%2B%2Bar9RN64mBm9G8QruBkLDcHT6tT5iR2YdERiMIq4zXBrZ2qsv68YDhJI9pPHSsvRyOVUBNCgGhnJoYyA8V4j2ARcNDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=29029192588&catId=50001519
아이폰 13 미니 128GB [SKT],"330,000원",https://cr.shopping.naver.com/adcr.nhn?x=Sm%2FGNqLfpXv6O%2BfnCl7KzP%2F%2F%2Fw%3D%3DsJ8rUHPthMx1aO6B%2F0Z8APC0SzcYMxlZIcypXfFHS2ZBhJz9H0Ub4KLvuVTVtNMxMDotl8CmSdmJpCIudRlXNfJQLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq1hz%2FAXeUIOHadVflA2MuwLix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu5SiklALs7PgVvg2uP%2BHBy7UQvs8GHq%2Bj7OvUNvyviyxhh%2FWNHTzEhF8d%2BIm%2By1Uk0KuIbGCxo%2BZPx%2FlOXqgft8EdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSlnZXrzeujzxLKVTVh%2FORwiOQvH8o8WqGbIV7HCGzTKBeG%2FGfa0NZ5fumGk5NmOa0rhwRheIVjYxWVSDyFGDIh6dSlPOZBN6V54TTL6u%2FzFsA8E9dZUXiH70SFYBGMML4rOl%2FE7Nq00UpkbLaTst2BQDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=29030427586&catId=50000246
아이폰 13 프로 256GB [자급제],"2,299,990원",https://cr.shopping.naver.com/adcr.nhn?x=dOYf4e%2BnudVhApbP5mzusP%2F%2F%2Fw%3D%3DsHgEsa%2FECJGknL59UNXiH%2BXIN0Ejz7F3D6m4OnECupTEbsBKbbjTB%2BBCjsLv6tz%2Bj2NlYu8DyOPP%2Bi76ayyqEj1A6VxwqfSjqc3brr87JVo41AmlK7GK8fggNEPfzTSWA3qXxjj%2Bq5BdS3FUsd8XIM0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUBoJ3D2%2FUDVKv9Br5lu%2FNPDQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0caSg5slZkefA%2B1Fh40yRRrQQjrhkd%2BfeGtq6lXLQwh20%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSenDxYwf30ouD%2F2I04UoyfrkVjQCpIk5kx4sJW2hrRfnKYYyQomAOCRwvaXv4BU13v9NWPGE1%2BN7%2BTgH1A8GupQyZzZyDfGo1SQoYRvXGDzWdJDnYvpfz%2Bh%2BZ6wVz3KJUXpoSJ4YK%2FhmXub29GG%2B9WM4PVL%2B%2Frl5PLPXtI0kaP8PkmKdeEMdUbtmzDI4Aa7HQcYIW6jqHJxUk3Pq1dxf8K6kWsYPFLsleVp9VB10ZdKp8jr%2Fvhuz%2FM2bOeEg7k3nONfmxx0kaKXFF1P7xafCyDumXC1yKBlHoLpUMJeLuru7kzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=29030492586&catId=50001519
아이폰 13 512GB [자급제],"1,190,000원",https://cr.shopping.naver.com/adcr.nhn?x=nrDQ6Acum7mHPaXpLPI3eP%2F%2F%2Fw%3D%3DsH91SauV0Qa1m4swCJBJI9vP%2FOnIburEba4FU%2FEyKms2OO1gGvubExI2y9xF2ph5pWrMCHD6P1Jpgzsj1tRwZoa6rAjLOGBXIDIo16V0MJKG77HXxJsMrMZdUmRLb7C5GRvOn8nPbqGAfHdtROH7g0YBsJjzV%2F3vl5Lmd9HbkUGIF%2FEQHCkzp%2FoVy0fHDkCMIaCcZqnP2ud%2F2J8sS5VreslNP%2F9CJheBrCWSTQseekctl8C7rYBEqh7WRnSBVUgLBxrYGrahc%2B0vMtzzA0l5cMqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8NeCLLhgeaYNIj0zE45scmJCUqhNbugFHlLh7n8V5E%2BIbV9SohnsJOp40F4RSK4iNFcdYzuBco3Mrzku%2B7RlKGy6UxJeah0Om0lkIOZtT9ZLxLbU57LuNzmnFLwGq45KoEM1GB5uTeGVjKntrdsidgc9Tqme0YK6uG79Xy6idNiHlfowHcl1ucGiE6LxBjaayn3MdS%2Bas6sYUXMz1QMo12zzUaLji1QUfW5FQpucBI9B7N0%2BKs0gSFTdhwMrBXaDkSzNkzHmsdouR%2BOxfzusMlPpxDJkUggQm5LJr9%2B0SGTiFbDf4gHI5rSMJU1BWcIOg&nvMid=29030496586&catId=50001519
아이폰 13 프로 512GB [자급제],"1,895,990원",https://cr.shopping.naver.com/adcr.nhn?x=TTpgs225WPESWCpnDAoAp%2F%2F%2F%2Fw%3D%3Ds9drfm5e174mu8Jqon%2FwfOEW3S7R2g%2BEFzqGISl1pKkRhJz9H0Ub4KLvuVTVtNMxMqEL9NysICtI5071H2AxzP5QLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqlDPFdx1sLuYHxlc7aw3L%2Brix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu88RQWwYMSsU6%2BiuT2JaBvLUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6Fbj%2BC5IedpcH5QnqiYVB%2FA2AEdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSgYUG%2FO4Ti9LGeGGovFy4O7PU6pntGCurhu%2FV8uonTYh5X6MB3JdbnBohOi8QY2msnpDDPNb5YF2TX%2Bj80vhj8l1EzZ6N5cwcspSFo6AaQgSezdPirNIEhU3YcDKwV2g5NKFNYc15ngkye5f%2Ba62E0j6cQyZFIIEJuSya%2FftEhk4hWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=29030416587&catId=50001519
Apple 아이폰 13 미니 128GB [LG U+],"199,600원",https://cr.shopping.naver.com/adcr.nhn?x=aAh8d6GhIimiPwJS7tk2Tv%2F%2F%2Fw%3D%3Dso%2B%2BQI3o6bYUBp1KhaQ%2FExW2w1kQBMC9mpzUjlXmWGp8XfmlaZeQqomjdtI9e3qsmjSH%2FMw%2Bxx5Y28UUEY3CCuBYcngHdUWGhTUyqWaYdtBWsPwYmOXPceEhScp%2F9T%2B4ngIS%2B3s3jbp680iM90QvrtcOmY27ZGze0Q%2BtXRlM4OxtFSICBvI1ATDFN58yC%2Fe2x1vm2XGM1OuodXneUoWOIbsdAmfSN83ChOoIPfneWzCavS7fnn7TEzbGYEdK0StlzrMrZ8AzsKwFly1FrCThSzquKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJyXc2xNZSHi1FuTNwcE0IJQw406k7xs0C2w5HjX7z9KtcNZN5FF46Jqg7fDWNj5CaKOdai8jGSoEHuxDqOfEbY4BD40iqWaNeYMpOus5JTYBDk2nHMP4aHVCx%2FcONoE3ucOT%2BRsdnHIzNMGl8g3WFM%2B8amjoCusIYcsolWg3Wz%2FvyNHyBUXwWVD2ki0TxnNzyojqSQKemqiiivQnxCTLaNHXDaarmwTHoy%2FWTPcoM4RMRpOFzCbaM6OU97uoPifjr5LR0TUeVTRcf%2BfZE2yjITUCz2AgPPxGMx50rWDSq7nbke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=29030431586&catId=50000248
아이폰 13 프로 맥스 1TB [자급제],"1,899,760원",https://cr.shopping.naver.com/adcr.nhn?x=X3JtX3615XVUU0LXlMMshv%2F%2F%2Fw%3D%3DsMlkADi%2FCKAxkDQuZzDeegQkuqmZwLEA1NJZBiFaAS5hhJz9H0Ub4KLvuVTVtNMxMwUl77GxL0ehfSkGVxeolnZQLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqArgGaDBKbEfnwAwTC02FZ7ix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu1l%2BjKWeNin%2BcFSk98p8v7%2FUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6FbrnuifVNEmIlG8NAGmDbIe8EdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSph2%2B170Lc%2Fh1s0cur%2FyDfkUOWN9OD4ZGbyjxtdt5BjzuwP9L0j7YvHB2OKNn2rLcJVPqN5HXK5km94mKbBs5SUVmXbyAhHfOcn7O3N%2Bl64JEaThcwm2jOjlPe7qD4n4611W9bDwJD2wP6XJre94SN826927gq4QQeANjA0hRCII5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=29029192590&catId=50001519
아이폰 13 프로 맥스 512GB [자급제],"1,892,000원",https://cr.shopping.naver.com/adcr.nhn?x=HVyksjkL%2B6mIcYN51UinPf%2F%2F%2Fw%3D%3DsIRKXVD8Gkv1AfZwmpplcpEm1kV9eo5X6zTn%2FFGstfrJWQE1WikGGRjsm7ORTamZ7KSVBAqGxiLbBrNKfgAryIBfPYghtybUK%2Bj9aPYwKaumKAdxyywH8JEYeRd4x0f1t%2FoT2qlBE02y%2BO6bX0ru9TEPg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGOUisOr%2FsrM0gmiALHeCsDvKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2Fyws6PDuozZshRRUh96LR7B4vlgNNbT9vldOyV%2FnOqPTLlTBz7%2BORHa%2BX777%2F5U82WuF457X5VLIM9Uh5geYAZmu64%2FBN5jiiWCZ03kgI6EFVI71QQzCLreNp8sjPDBjStixlfxinuJIcXbelONAuMrnG9L60K7w3RootRi5qyN45X9FiBdPxTSuvYOb67FAYBAGpxy2zgNMJa1at1GSrSd0QLbuzmWacN92LOvitfD%2BwvUN%2FOXq06xFLlMCwNDQObjPLcqEhOiscytOptfh0D9%2BAkk16oed1GXrY9sZ4sGAaI5AkC8t5iUmsJQj%2BELWbbBIEs8cFUTVf2EXpmSuc9bAhKQOhHqKEiBih%2BS7%2BmRezBCsVztBfSHgOmLGp7vzSe3zxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=29029192586&catId=50001519
아이폰 13 프로 맥스 128GB [자급제],"2,243,460원",https://cr.shopping.naver.com/adcr.nhn?x=C0kxym4ovGmPgihQNAwPlv%2F%2F%2Fw%3D%3DseLvjfodKO%2FgEXipsOd1oShYPqek0Ox79vKGSLeG%2BkdBhJz9H0Ub4KLvuVTVtNMxMTZ6tI2YRbrvRaW0DxuGggZQLWEitCyYgDwywlNQmwMJ0Bu4LfHSfR4vzdP0t48Fd%2FrKM3JzUWtUFf4cYT6R52Mi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqnCfUWv5T09LdwRr0l79u4rix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4qHeiirRJBVYFjUfgeoJ%2BhcMYUc6u%2FPTz2n2liCllZFRr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu12EZ5ruy2YJfyNPapXUrDXUQvs8GHq%2Bj7OvUNvyviyxS6nKoqtur6iGShqz9U6Fbu4grDpiDWcjNf4Cbyqxul8EdLuJh13gFOuABI1Cabywr1zQ3TaGfkdsxOv%2Bp53WSph2%2B170Lc%2Fh1s0cur%2FyDfm9lbCAHUgYx7U3V2HOvd43o64ifB9DVeZ8ffla9GlFdjN1N8Q0UbI7dffulxtHXsLbbB2LHFG0ivsfayI4XP7niA3%2FU2AzguC84AnoS7Lq%2BRV3d4M5nLS160BNDlE1RKNq2bevILizcYOnUjcEqGk0VoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=29030367587&catId=50001519
